FrameTimeMillis,MemoryUsageBytes,Technique
39.2952,0,NaiveDebugWorld
36.7956,2235848,NaiveDebugWorld
38.3387,2237672,NaiveDebugWorld
38.0297,2238168,NaiveDebugWorld
53.5967,2238680,NaiveDebugWorld
34.9582,2239160,NaiveDebugWorld
38.9144,2239640,NaiveDebugWorld
37.2717,2238600,NaiveDebugWorld
40.7182,2239080,NaiveDebugWorld
38.5069,2238536,NaiveDebugWorld
40.21,2239016,NaiveDebugWorld
38.8286,2239496,NaiveDebugWorld
5.0394,0,CullingDebugWorld
5.4641,5464,CullingDebugWorld
56.1796,398024,CullingDebugWorld
12.2513,402016,CullingDebugWorld
5.3323,402496,CullingDebugWorld
5.1888,402976,CullingDebugWorld
4.9269,403456,CullingDebugWorld
5.1254,403936,CullingDebugWorld
5.1937,404416,CullingDebugWorld
5.394,404896,CullingDebugWorld
5.328,405376,CullingDebugWorld
5.1889,405888,CullingDebugWorld
5.0785,406368,CullingDebugWorld
5.126,409752,CullingDebugWorld
