FrameTimeMillis,MemoryUsageBytes,Technique
55.5434,0,NaiveDebug
54.7117,447152,NaiveDebug
54.4181,321416,NaiveDebug
56.4624,323632,NaiveDebug
55.2707,324160,NaiveDebug
54.6265,324640,NaiveDebug
55.0457,325120,NaiveDebug
55.212,324072,NaiveDebug
54.6503,323512,NaiveDebug
59.4923,323992,NaiveDebug
6.0865,0,CullingDebug
6.931,623942,CullingDebug
8.0889,62832,CullingDebug
7.898201,61840,CullingDebug
6.4398,62320,CullingDebug
6.3737,63448,CullingDebug
7.8189,63928,CullingDebug
7.1224,64408,CullingDebug
5.4863,65952,CullingDebug
7.2242,66432,CullingDebug
5.8623,66912,CullingDebug
5.8409,67376,CullingDebug
6.3672,67856,CullingDebug
5.0702,695866,CullingDebug
6.1143,0,CullingProcedural
6.7575,81074,CullingProcedural
5.9975,105928,CullingProcedural
7.5666,106224,CullingProcedural
6.2848,106704,CullingProcedural
6.1972,107184,CullingProcedural
6.5107,107664,CullingProcedural
6.0873,109896,CullingProcedural
6.4705,110376,CullingProcedural
6.1774,110856,CullingProcedural
6.1981,111336,CullingProcedural
7.2188,111816,CullingProcedural
5.8474,112296,CullingProcedural
6.269,190272,CullingProcedural
7.0491,0,CullingProcedural Lazy
6.1549,593974,CullingProcedural Lazy
6.4765,105960,CullingProcedural Lazy
7.3961,105496,CullingProcedural Lazy
6.2191,106712,CullingProcedural Lazy
7.2325,107192,CullingProcedural Lazy
6.4581,107672,CullingProcedural Lazy
5.9928,109904,CullingProcedural Lazy
7.0513,110384,CullingProcedural Lazy
6.0983,110864,CullingProcedural Lazy
6.7063,111344,CullingProcedural Lazy
6.5037,111824,CullingProcedural Lazy
5.8831,112304,CullingProcedural Lazy
7.2416,708940,CullingProcedural Lazy
