FrameTimeMillis,MemoryUsageBytes,Technique
38.9574,0,NaiveDebugWorld
35.6351,1160,NaiveDebugWorld
40.2084,-3272,NaiveDebugWorld
37.2542,-2776,NaiveDebugWorld
38.1976,-2360,NaiveDebugWorld
37.265,-1720,NaiveDebugWorld
39.1508,-1336,NaiveDebugWorld
37.1476,-856,NaiveDebugWorld
37.8195,-440,NaiveDebugWorld
38.1641,200,NaiveDebugWorld
39.0739,584,NaiveDebugWorld
36.983,840,NaiveDebugWorld
37.8071,1640,NaiveDebugWorld
34.2491,2024,NaiveDebugWorld
33.4805,2504,NaiveDebugWorld
34.3943,2904,NaiveDebugWorld
33.6421,3704,NaiveDebugWorld
32.9703,4184,NaiveDebugWorld
28.7715,4568,NaiveDebugWorld
29.3543,5048,NaiveDebugWorld
30.6827,5464,NaiveDebugWorld
32.5303,6104,NaiveDebugWorld
27.1277,6488,NaiveDebugWorld
28.5545,6968,NaiveDebugWorld
29.8812,7224,NaiveDebugWorld
28.7481,7864,NaiveDebugWorld
33.2212,8504,NaiveDebugWorld
24.8175,8888,NaiveDebugWorld
30.0842,9368,NaiveDebugWorld
31.002,9736,NaiveDebugWorld
26.142,10376,NaiveDebugWorld
30.647,74730592,NaiveDebugWorld
952.0467,76997176,NaiveDebugWorld
35.5931,77019072,NaiveDebugWorld
16.5695,151747680,NaiveDebugWorld
511.0151,154007000,NaiveDebugWorld
28.4662,154015928,NaiveDebugWorld
12.3941,228745496,NaiveDebugWorld
508.5564,231013664,NaiveDebugWorld
24.2543,231022592,NaiveDebugWorld
7.9381,264184376,NaiveDebugWorld
227.26,265159208,NaiveDebugWorld
19.8084,265167616,NaiveDebugWorld
7.4481,298329400,NaiveDebugWorld
230.4337,299300304,NaiveDebugWorld
17.4223,299308328,NaiveDebugWorld
7.6857,299307632,NaiveDebugWorld
5.7232,299308112,NaiveDebugWorld
37.5843,299308752,NaiveDebugWorld
51.8505,299309136,NaiveDebugWorld
51.882,299309552,NaiveDebugWorld
51.0112,299310096,NaiveDebugWorld
51.4669,299310576,NaiveDebugWorld
52.3218,299311152,NaiveDebugWorld
50.5299,299311536,NaiveDebugWorld
51.2979,299311792,NaiveDebugWorld
52.069,299312592,NaiveDebugWorld
50.9434,299312976,NaiveDebugWorld
51.5204,299313392,NaiveDebugWorld
51.7218,299314032,NaiveDebugWorld
51.2274,299314416,NaiveDebugWorld
51.691,299314832,NaiveDebugWorld
52.2066,299315376,NaiveDebugWorld
51.0038,299315856,NaiveDebugWorld
51.0697,299316432,NaiveDebugWorld
51.8116,299316816,NaiveDebugWorld
50.8104,299317072,NaiveDebugWorld
51.6348,299317872,NaiveDebugWorld
52.0183,299318256,NaiveDebugWorld
66.6856,299318832,NaiveDebugWorld
46.9325,299319216,NaiveDebugWorld
53.4712,299319472,NaiveDebugWorld
49.5591,299320272,NaiveDebugWorld
57.4785,299320656,NaiveDebugWorld
41.4011,299320912,NaiveDebugWorld
48.789,299321712,NaiveDebugWorld
45.1633,299322096,NaiveDebugWorld
47.5133,299322352,NaiveDebugWorld
46.9235,299323152,NaiveDebugWorld
48.4387,299323536,NaiveDebugWorld
46.0633,299323792,NaiveDebugWorld
47.0489,299324592,NaiveDebugWorld
49.8554,299324976,NaiveDebugWorld
48.4896,299325392,NaiveDebugWorld
46.6926,299326032,NaiveDebugWorld
39.0659,299326416,NaiveDebugWorld
45.1945,299326672,NaiveDebugWorld
40.9965,299327472,NaiveDebugWorld
38.7307,299327856,NaiveDebugWorld
43.7769,299328336,NaiveDebugWorld
31.6721,299328752,NaiveDebugWorld
42.8609,299329392,NaiveDebugWorld
41.963,299329776,NaiveDebugWorld
42.4488,299330032,NaiveDebugWorld
42.0609,299330832,NaiveDebugWorld
43.3102,299331216,NaiveDebugWorld
41.3957,299331472,NaiveDebugWorld
42.2729,299332272,NaiveDebugWorld
42.3792,299332656,NaiveDebugWorld
42.9078,299333136,NaiveDebugWorld
41.8492,299333552,NaiveDebugWorld
42.3619,299334192,NaiveDebugWorld
42.3053,299334576,NaiveDebugWorld
42.8956,299334832,NaiveDebugWorld
42.1652,299335632,NaiveDebugWorld
42.3602,299336016,NaiveDebugWorld
42.898,299336272,NaiveDebugWorld
42.5463,299337072,NaiveDebugWorld
42.2938,299337456,NaiveDebugWorld
41.8166,299337936,NaiveDebugWorld
38.2322,299338352,NaiveDebugWorld
38.5577,299338992,NaiveDebugWorld
36.9044,299339376,NaiveDebugWorld
37.8258,299339632,NaiveDebugWorld
49.945,299340432,NaiveDebugWorld
39.9759,299340816,NaiveDebugWorld
42.2461,299341296,NaiveDebugWorld
34.406,299341712,NaiveDebugWorld
36.7129,299342352,NaiveDebugWorld
40.2829,299342736,NaiveDebugWorld
34.6578,299342992,NaiveDebugWorld
31.9895,299343632,NaiveDebugWorld
33.2706,299344272,NaiveDebugWorld
37.7005,299344656,NaiveDebugWorld
31.0853,299345136,NaiveDebugWorld
24.4375,299345552,NaiveDebugWorld
29.1375,299346192,NaiveDebugWorld
28.6604,299346672,NaiveDebugWorld
29.0831,299347056,NaiveDebugWorld
30.0393,299347536,NaiveDebugWorld
30.3771,299347952,NaiveDebugWorld
28.9683,299348592,NaiveDebugWorld
28.1841,299348976,NaiveDebugWorld
30.2836,299349456,NaiveDebugWorld
28.7731,299349712,NaiveDebugWorld
34.98,299350384,NaiveDebugWorld
24.8905,374040584,NaiveDebugWorld
760.2841,376307056,NaiveDebugWorld
46.4794,376330504,NaiveDebugWorld
16.3162,451057592,NaiveDebugWorld
508.9176,453316920,NaiveDebugWorld
29.4154,453325752,NaiveDebugWorld
12.7958,528055400,NaiveDebugWorld
