FrameTimeMillis,MemoryUsageBytes,Technique
37.9426,0,NaiveDebugWorld
39.0712,1168,NaiveDebugWorld
37.8932,976,NaiveDebugWorld
38.5517,1472,NaiveDebugWorld
39.4486,1888,NaiveDebugWorld
37.2265,2528,NaiveDebugWorld
37.4928,2912,NaiveDebugWorld
37.9445,3168,NaiveDebugWorld
37.5657,3968,NaiveDebugWorld
39.325,4352,NaiveDebugWorld
36.5836,4832,NaiveDebugWorld
38.3609,5088,NaiveDebugWorld
33.8124,5888,NaiveDebugWorld
33.5417,6272,NaiveDebugWorld
34.899,6896,NaiveDebugWorld
32.662,7152,NaiveDebugWorld
33.9512,7952,NaiveDebugWorld
33.8362,8336,NaiveDebugWorld
28.9413,8816,NaiveDebugWorld
33.7138,9072,NaiveDebugWorld
25.1852,9712,NaiveDebugWorld
29.2246,10352,NaiveDebugWorld
29.6019,10736,NaiveDebugWorld
29.196,11216,NaiveDebugWorld
28.8585,11472,NaiveDebugWorld
29.6757,12112,NaiveDebugWorld
28.4655,12752,NaiveDebugWorld
29.3961,13136,NaiveDebugWorld
29.2629,13616,NaiveDebugWorld
28.9717,13984,NaiveDebugWorld
29.5093,14736,NaiveDebugWorld
30.2844,74734840,NaiveDebugWorld
927.7068,77001456,NaiveDebugWorld
36.3545,77024872,NaiveDebugWorld
17.6789,151751960,NaiveDebugWorld
509.5219,154011248,NaiveDebugWorld
30.0926,154020088,NaiveDebugWorld
12.6748,228749736,NaiveDebugWorld
637.3874,231017944,NaiveDebugWorld
36.3932,231026752,NaiveDebugWorld
11.7055,264188536,NaiveDebugWorld
348.4659,265160888,NaiveDebugWorld
28.6371,265169296,NaiveDebugWorld
11.4312,298331240,NaiveDebugWorld
352.3144,299304608,NaiveDebugWorld
35.8798,299312856,NaiveDebugWorld
15.6334,299311776,NaiveDebugWorld
11.0184,299312416,NaiveDebugWorld
11.3794,299312896,NaiveDebugWorld
51.3992,299313440,NaiveDebugWorld
52.5287,299313696,NaiveDebugWorld
50.8292,299314496,NaiveDebugWorld
60.7091,299314880,NaiveDebugWorld
42.1602,299315136,NaiveDebugWorld
50.2974,299315936,NaiveDebugWorld
49.6285,299316320,NaiveDebugWorld
53.4536,299316736,NaiveDebugWorld
50.6627,299317376,NaiveDebugWorld
50.3185,299317760,NaiveDebugWorld
50.5952,299318176,NaiveDebugWorld
50.1669,299318720,NaiveDebugWorld
50.6233,299318976,NaiveDebugWorld
50.2313,299319776,NaiveDebugWorld
50.1175,299320160,NaiveDebugWorld
51.4034,299320416,NaiveDebugWorld
53.2307,299321216,NaiveDebugWorld
50.1863,299321600,NaiveDebugWorld
51.5865,299322016,NaiveDebugWorld
52.4474,299322656,NaiveDebugWorld
43.4712,299323040,NaiveDebugWorld
46.6143,299323456,NaiveDebugWorld
48.1579,299324096,NaiveDebugWorld
46.6833,299324480,NaiveDebugWorld
46.0772,299324896,NaiveDebugWorld
47.278,299325536,NaiveDebugWorld
46.7923,299325920,NaiveDebugWorld
47.4857,299326336,NaiveDebugWorld
46.8921,299326976,NaiveDebugWorld
45.8535,299327360,NaiveDebugWorld
46.876,299327776,NaiveDebugWorld
47.8497,299328416,NaiveDebugWorld
41.0898,299328800,NaiveDebugWorld
44.1079,299329216,NaiveDebugWorld
47.3939,299329856,NaiveDebugWorld
42.2848,299330240,NaiveDebugWorld
41.5552,299330496,NaiveDebugWorld
38.6886,299331296,NaiveDebugWorld
42.4165,299331680,NaiveDebugWorld
42.7897,299331936,NaiveDebugWorld
41.8698,299332736,NaiveDebugWorld
43.4264,299333120,NaiveDebugWorld
41.792,299333600,NaiveDebugWorld
43.2402,299334016,NaiveDebugWorld
41.2806,299334656,NaiveDebugWorld
43.0572,299335040,NaiveDebugWorld
42.3885,299335296,NaiveDebugWorld
43.0239,299336096,NaiveDebugWorld
41.3074,299336480,NaiveDebugWorld
42.4389,299336736,NaiveDebugWorld
42.1804,299337536,NaiveDebugWorld
44.2334,299337920,NaiveDebugWorld
40.904,299338400,NaiveDebugWorld
42.4285,299338816,NaiveDebugWorld
42.7438,299339456,NaiveDebugWorld
42.5984,299339840,NaiveDebugWorld
37.2804,299340096,NaiveDebugWorld
38.175,299340896,NaiveDebugWorld
37.7043,299341280,NaiveDebugWorld
38.6118,299341760,NaiveDebugWorld
38.18,299342176,NaiveDebugWorld
37.747,299342816,NaiveDebugWorld
37.695,299343200,NaiveDebugWorld
38.2938,299343456,NaiveDebugWorld
39.0616,299344256,NaiveDebugWorld
37.2646,299344736,NaiveDebugWorld
33.379,299345120,NaiveDebugWorld
33.8738,299345376,NaiveDebugWorld
33.9838,299346176,NaiveDebugWorld
33.0848,299346656,NaiveDebugWorld
33.6552,299347040,NaiveDebugWorld
29.4285,299347520,NaiveDebugWorld
29.2524,299347936,NaiveDebugWorld
29.6491,299348576,NaiveDebugWorld
30.7024,299348960,NaiveDebugWorld
30.665,299349440,NaiveDebugWorld
26.0165,299349696,NaiveDebugWorld
29.7913,299350336,NaiveDebugWorld
28.5276,299350976,NaiveDebugWorld
31.3119,299351360,NaiveDebugWorld
27.8783,299351840,NaiveDebugWorld
30.5253,299352096,NaiveDebugWorld
27.6237,299352768,NaiveDebugWorld
29.571,374044888,NaiveDebugWorld
1319.268,376311336,NaiveDebugWorld
37.1579,376333240,NaiveDebugWorld
16.3558,451061848,NaiveDebugWorld
505.919,453321216,NaiveDebugWorld
30.1044,453330144,NaiveDebugWorld
12.839,528059680,NaiveDebugWorld
598.2837,530327880,NaiveDebugWorld
34.7719,530336808,NaiveDebugWorld
10.6423,563498408,NaiveDebugWorld
320.8469,564470984,NaiveDebugWorld
27.4939,564479008,NaiveDebugWorld
10.0215,597640952,NaiveDebugWorld
297.4379,598614576,NaiveDebugWorld
18.5682,598622824,NaiveDebugWorld
7.5074,598621968,NaiveDebugWorld
5.0374,598622448,NaiveDebugWorld
214.4647,598616784,NaiveDebugWorld
53.67,598623408,NaiveDebugWorld
51.9274,598623792,NaiveDebugWorld
52.3431,598624208,NaiveDebugWorld
51.6438,598624752,NaiveDebugWorld
51.4877,598625232,NaiveDebugWorld
52.2453,598625808,NaiveDebugWorld
50.6453,598626192,NaiveDebugWorld
51.2761,598626448,NaiveDebugWorld
52.7627,598627248,NaiveDebugWorld
50.4036,598627632,NaiveDebugWorld
51.3616,598628048,NaiveDebugWorld
51.8598,598628688,NaiveDebugWorld
50.7964,598629072,NaiveDebugWorld
65.8184,598629648,NaiveDebugWorld
54.3342,598630032,NaiveDebugWorld
49.4362,598630288,NaiveDebugWorld
46.8614,598631088,NaiveDebugWorld
51.0659,598631472,NaiveDebugWorld
44.0314,598631728,NaiveDebugWorld
46.8671,598632528,NaiveDebugWorld
49.7376,598632912,NaiveDebugWorld
47.7137,598633168,NaiveDebugWorld
45.43,598633968,NaiveDebugWorld
44.3423,598634352,NaiveDebugWorld
46.0753,598634608,NaiveDebugWorld
56.6808,598635408,NaiveDebugWorld
44.2056,598635792,NaiveDebugWorld
40.4184,598636048,NaiveDebugWorld
42.7543,598636848,NaiveDebugWorld
44.4423,598637232,NaiveDebugWorld
44.007,598637488,NaiveDebugWorld
40.5941,598638288,NaiveDebugWorld
