FrameTimeMillis,MemoryUsageBytes,Technique
37.8276,0,NaiveDebugWorld
38.5638,1160,NaiveDebugWorld
37.7909,-3176,NaiveDebugWorld
38.1052,-2792,NaiveDebugWorld
37.7747,-2520,NaiveDebugWorld
38.592,-1720,NaiveDebugWorld
37.78,-1336,NaiveDebugWorld
37.3407,-856,NaiveDebugWorld
38.4081,-440,NaiveDebugWorld
39.3043,200,NaiveDebugWorld
37.1855,584,NaiveDebugWorld
38.0438,840,NaiveDebugWorld
37.396,1480,NaiveDebugWorld
33.658,2120,NaiveDebugWorld
34.2321,2504,NaiveDebugWorld
32.9624,3128,NaiveDebugWorld
34.332,3544,NaiveDebugWorld
33.5079,4184,NaiveDebugWorld
35.6282,4568,NaiveDebugWorld
30.9261,5048,NaiveDebugWorld
27.8055,5464,NaiveDebugWorld
29.2911,6104,NaiveDebugWorld
30.1103,6488,NaiveDebugWorld
28.8902,6968,NaiveDebugWorld
29.8961,7448,NaiveDebugWorld
29.3993,7864,NaiveDebugWorld
29.5482,8504,NaiveDebugWorld
27.6482,8888,NaiveDebugWorld
28.7537,9368,NaiveDebugWorld
32.0129,9736,NaiveDebugWorld
27.6513,10376,NaiveDebugWorld
33.8744,74730592,NaiveDebugWorld
928.7986,76997216,NaiveDebugWorld
37.606,77019120,NaiveDebugWorld
16.5949,151747752,NaiveDebugWorld
510.1275,154006984,NaiveDebugWorld
29.2673,154015912,NaiveDebugWorld
12.7804,228745504,NaiveDebugWorld
503.789,231013672,NaiveDebugWorld
24.71,231022600,NaiveDebugWorld
7.6093,264184384,NaiveDebugWorld
234.1164,265159208,NaiveDebugWorld
18.185,265167616,NaiveDebugWorld
7.2836,298329400,NaiveDebugWorld
231.8122,299300080,NaiveDebugWorld
17.5441,299308488,NaiveDebugWorld
7.8996,299307632,NaiveDebugWorld
5.433,299308112,NaiveDebugWorld
134.1914,299302768,NaiveDebugWorld
51.65,299309136,NaiveDebugWorld
51.4674,299309616,NaiveDebugWorld
51.1796,299310192,NaiveDebugWorld
51.1447,299310576,NaiveDebugWorld
51.3735,299310832,NaiveDebugWorld
52.1933,299311632,NaiveDebugWorld
50.8743,299312016,NaiveDebugWorld
51.5481,299312432,NaiveDebugWorld
51.6895,299313072,NaiveDebugWorld
51.4365,299313456,NaiveDebugWorld
51.3011,299313872,NaiveDebugWorld
52.6286,299314416,NaiveDebugWorld
50.0394,299314672,NaiveDebugWorld
52.2012,299315472,NaiveDebugWorld
51.0823,299315856,NaiveDebugWorld
50.5552,299316112,NaiveDebugWorld
60.0111,299316912,NaiveDebugWorld
52.3362,299317296,NaiveDebugWorld
50.1949,299317712,NaiveDebugWorld
51.7223,299318256,NaiveDebugWorld
53.3255,299318512,NaiveDebugWorld
50.5317,299319312,NaiveDebugWorld
45.3321,299319696,NaiveDebugWorld
48.4168,299319952,NaiveDebugWorld
46.5654,299320752,NaiveDebugWorld
48.3801,299321136,NaiveDebugWorld
44.8703,299321392,NaiveDebugWorld
50.2167,299322192,NaiveDebugWorld
45.4836,299322576,NaiveDebugWorld
45.2535,299322832,NaiveDebugWorld
50.6067,299323632,NaiveDebugWorld
43.5507,299324016,NaiveDebugWorld
48.2942,299324272,NaiveDebugWorld
46.7348,299325072,NaiveDebugWorld
46.3462,299325456,NaiveDebugWorld
44.466,299325712,NaiveDebugWorld
40.655,299326512,NaiveDebugWorld
35.9867,299326896,NaiveDebugWorld
40.3946,299327376,NaiveDebugWorld
42.2664,299327792,NaiveDebugWorld
43.0906,299328432,NaiveDebugWorld
41.9488,299328816,NaiveDebugWorld
42.1225,299329072,NaiveDebugWorld
42.3003,299329872,NaiveDebugWorld
43.1469,299330256,NaiveDebugWorld
41.6795,299330512,NaiveDebugWorld
42.5776,299331312,NaiveDebugWorld
41.9285,299331696,NaiveDebugWorld
43.5139,299332176,NaiveDebugWorld
41.7186,299332592,NaiveDebugWorld
42.1019,299333232,NaiveDebugWorld
42.3725,299333616,NaiveDebugWorld
43.5185,299333872,NaiveDebugWorld
41.5665,299334672,NaiveDebugWorld
42.3666,299335056,NaiveDebugWorld
44.3163,299335312,NaiveDebugWorld
40.8745,299336112,NaiveDebugWorld
42.2359,299336496,NaiveDebugWorld
42.2749,299336976,NaiveDebugWorld
38.2935,299337392,NaiveDebugWorld
38.3698,299338032,NaiveDebugWorld
48.489,299338416,NaiveDebugWorld
40.157,299338672,NaiveDebugWorld
36.741,299339472,NaiveDebugWorld
39.2509,299339856,NaiveDebugWorld
37.2227,299340336,NaiveDebugWorld
37.8166,299340752,NaiveDebugWorld
41.1377,299341392,NaiveDebugWorld
38.1422,299341776,NaiveDebugWorld
31.8671,299342032,NaiveDebugWorld
33.3637,299342672,NaiveDebugWorld
35.4102,299343312,NaiveDebugWorld
34.3569,299343696,NaiveDebugWorld
32.9268,299344176,NaiveDebugWorld
23.9089,299344592,NaiveDebugWorld
28.8272,299345232,NaiveDebugWorld
30.0509,299345712,NaiveDebugWorld
28.1328,299346096,NaiveDebugWorld
42.5698,299346352,NaiveDebugWorld
28.545,299346992,NaiveDebugWorld
21.8238,299347632,NaiveDebugWorld
24.8243,299348016,NaiveDebugWorld
31.5965,299348496,NaiveDebugWorld
31.4471,299348752,NaiveDebugWorld
30.957,299349424,NaiveDebugWorld
24.5766,374040584,NaiveDebugWorld
1427.461,376307080,NaiveDebugWorld
35.5862,376330344,NaiveDebugWorld
17.1257,451057592,NaiveDebugWorld
514.1288,453316912,NaiveDebugWorld
29.9025,453325840,NaiveDebugWorld
12.4426,528055432,NaiveDebugWorld
620.4353,530323448,NaiveDebugWorld
37.7096,530332448,NaiveDebugWorld
10.402,563493280,NaiveDebugWorld
320.083,564466728,NaiveDebugWorld
26.3093,564474752,NaiveDebugWorld
10.2926,597636696,NaiveDebugWorld
315.61,598610320,NaiveDebugWorld
25.9929,598618472,NaiveDebugWorld
10.7212,598617616,NaiveDebugWorld
6.6038,598618096,NaiveDebugWorld
107.7651,598612848,NaiveDebugWorld
51.7313,598619056,NaiveDebugWorld
51.6071,598619472,NaiveDebugWorld
52.1445,598620016,NaiveDebugWorld
51.3722,598620496,NaiveDebugWorld
51.519,598621072,NaiveDebugWorld
52.0309,598621456,NaiveDebugWorld
50.6903,598621712,NaiveDebugWorld
51.7955,598622512,NaiveDebugWorld
52.6609,598622896,NaiveDebugWorld
50.598,598623312,NaiveDebugWorld
51.6654,598623952,NaiveDebugWorld
52.2101,598624336,NaiveDebugWorld
52.5507,598624912,NaiveDebugWorld
53.3409,598625296,NaiveDebugWorld
52.3244,598625552,NaiveDebugWorld
50.7582,598626352,NaiveDebugWorld
53.5816,598626736,NaiveDebugWorld
51.4561,598627152,NaiveDebugWorld
44.2277,598627792,NaiveDebugWorld
47.2765,598628176,NaiveDebugWorld
47.7666,598628592,NaiveDebugWorld
47.5366,598629232,NaiveDebugWorld
48.428,598629616,NaiveDebugWorld
48.1633,598630032,NaiveDebugWorld
42.3632,598630672,NaiveDebugWorld
48.0086,598631056,NaiveDebugWorld
46.9036,598631472,NaiveDebugWorld
47.1301,598632112,NaiveDebugWorld
46.4174,598632496,NaiveDebugWorld
47.3546,598632912,NaiveDebugWorld
42.2654,598633552,NaiveDebugWorld
41.4465,598633936,NaiveDebugWorld
43.3534,598634192,NaiveDebugWorld
43.8989,598634992,NaiveDebugWorld
41.0728,598635376,NaiveDebugWorld
42.106,598635632,NaiveDebugWorld
42.5467,598636432,NaiveDebugWorld
43.6091,598636816,NaiveDebugWorld
40.7924,598637296,NaiveDebugWorld
43.9917,598637712,NaiveDebugWorld
41.3656,598638352,NaiveDebugWorld
44.0273,598638736,NaiveDebugWorld
40.6799,598638992,NaiveDebugWorld
43.5846,598639792,NaiveDebugWorld
41.6827,598640176,NaiveDebugWorld
43.6918,598640432,NaiveDebugWorld
41.6445,598641232,NaiveDebugWorld
41.9496,598641616,NaiveDebugWorld
42.5702,598642096,NaiveDebugWorld
50.1924,598642672,NaiveDebugWorld
34.7543,598643152,NaiveDebugWorld
43.5671,598643536,NaiveDebugWorld
41.3468,598643952,NaiveDebugWorld
38.8902,598644592,NaiveDebugWorld
36.6213,598644976,NaiveDebugWorld
38.5074,598645456,NaiveDebugWorld
39.2511,598645872,NaiveDebugWorld
36.8341,598646512,NaiveDebugWorld
39.9651,598646896,NaiveDebugWorld
40.0094,598647152,NaiveDebugWorld
35.1112,598647952,NaiveDebugWorld
39.3468,598648336,NaiveDebugWorld
36.3772,598648816,NaiveDebugWorld
34.7614,598649072,NaiveDebugWorld
38.419,598649872,NaiveDebugWorld
29.1098,598650256,NaiveDebugWorld
34.3616,598650736,NaiveDebugWorld
28.5076,598650992,NaiveDebugWorld
31.8019,598651632,NaiveDebugWorld
30.1974,598652272,NaiveDebugWorld
25.632,598652656,NaiveDebugWorld
29.5659,598653136,NaiveDebugWorld
28.9544,598653392,NaiveDebugWorld
28.5255,598654192,NaiveDebugWorld
30.0057,598654672,NaiveDebugWorld
30.6456,598655056,NaiveDebugWorld
27.1317,598655536,NaiveDebugWorld
29.3886,598655952,NaiveDebugWorld
30.0525,598656624,NaiveDebugWorld
28.2701,598657104,NaiveDebugWorld
29.4588,673354504,NaiveDebugWorld
700.827,675616944,NaiveDebugWorld
35.0832,675639232,NaiveDebugWorld
16.7044,750367704,NaiveDebugWorld
507.8964,752626864,NaiveDebugWorld
29.4057,752635568,NaiveDebugWorld
12.2357,827365296,NaiveDebugWorld
495.1634,829633440,NaiveDebugWorld
24.3061,829642368,NaiveDebugWorld
7.2834,862804152,NaiveDebugWorld
227.689,863779216,NaiveDebugWorld
17.4388,863787464,NaiveDebugWorld
26.9535,896947632,NaiveDebugWorld
249.2075,897920232,NaiveDebugWorld
24.6488,897928384,NaiveDebugWorld
10.0217,897927528,NaiveDebugWorld
7.662,897928008,NaiveDebugWorld
27.7316,897928264,NaiveDebugWorld
51.4831,897929064,NaiveDebugWorld
51.8861,897929448,NaiveDebugWorld
50.6292,897929704,NaiveDebugWorld
51.7141,897930504,NaiveDebugWorld
51.6504,897930888,NaiveDebugWorld
50.9324,897931304,NaiveDebugWorld
52.0519,897931848,NaiveDebugWorld
51.9661,897932328,NaiveDebugWorld
51.261,897932904,NaiveDebugWorld
50.4749,897933288,NaiveDebugWorld
