FrameTimeMillis,MemoryUsageBytes,Technique
4.723,662176,NaiveDebugWorld
29.5893,2654048,NaiveDebugWorld
39.0706,2666416,NaiveDebugWorld
21.4456,2669040,NaiveDebugWorld
13.281,2669520,NaiveDebugWorld
7.5983,2670000,NaiveDebugWorld
5.4889,2670480,NaiveDebugWorld
5.0658,2670960,NaiveDebugWorld
19.8189,35827256,NaiveDebugWorld
349.5548,68977080,NaiveDebugWorld
325.6992,69955856,NaiveDebugWorld
19.7493,69963688,NaiveDebugWorld
8.1259,103125248,NaiveDebugWorld
295.6303,136282192,NaiveDebugWorld
298.7153,211053240,NaiveDebugWorld
554.0241,212032848,NaiveDebugWorld
23.7721,213444648,NaiveDebugWorld
14.9415,213463648,NaiveDebugWorld
7.6941,288233240,NaiveDebugWorld
544.4141,321390368,NaiveDebugWorld
302.3335,396121568,NaiveDebugWorld
541.6326,397105232,NaiveDebugWorld
22.4222,397113480,NaiveDebugWorld
7.7233,471843128,NaiveDebugWorld
532.8452,505000688,NaiveDebugWorld
294.8517,579731712,NaiveDebugWorld
544.0899,654463448,NaiveDebugWorld
542.9648,656738392,NaiveDebugWorld
24.5193,656747168,NaiveDebugWorld
7.1717,731477648,NaiveDebugWorld
549.7015,764635296,NaiveDebugWorld
263.3293,797797136,NaiveDebugWorld
251.9482,830959880,NaiveDebugWorld
261.2435,831938760,NaiveDebugWorld
18.3459,831946592,NaiveDebugWorld
7.1862,865108376,NaiveDebugWorld
234.8245,898265296,NaiveDebugWorld
256.1121,931428040,NaiveDebugWorld
251.1855,932406896,NaiveDebugWorld
21.919,933392008,NaiveDebugWorld
16.317,934370880,NaiveDebugWorld
13.8055,935349736,NaiveDebugWorld
76.3806,935351744,NaiveDebugWorld
77.2194,935347928,NaiveDebugWorld
37.8401,935355760,NaiveDebugWorld
37.6027,935357768,NaiveDebugWorld
37.9732,1010084536,NaiveDebugWorld
941.597,1043242112,NaiveDebugWorld
518.5777,1045516160,NaiveDebugWorld
40.8137,1047798152,NaiveDebugWorld
34.5853,1050072808,NaiveDebugWorld
34.774,1050075400,NaiveDebugWorld
21.2382,1050077472,NaiveDebugWorld
126.1193,1050072088,NaiveDebugWorld
39.332,1050081760,NaiveDebugWorld
36.3728,1124809024,NaiveDebugWorld
683.2187,1157966712,NaiveDebugWorld
277.8368,1160239520,NaiveDebugWorld
22.4258,1162521136,NaiveDebugWorld
18.5773,1163502152,NaiveDebugWorld
13.6067,1163504192,NaiveDebugWorld
73.1796,1163506280,NaiveDebugWorld
40.6508,1163508320,NaiveDebugWorld
37.6808,1163509032,NaiveDebugWorld
38.5745,1196668416,NaiveDebugWorld
346.2758,1197640720,NaiveDebugWorld
26.2183,1199921008,NaiveDebugWorld
30.3917,1202197936,NaiveDebugWorld
31.2009,1203177408,NaiveDebugWorld
44.9104,1203179496,NaiveDebugWorld
89.5784,1203181536,NaiveDebugWorld
38.439,1203182136,NaiveDebugWorld
39.0952,1203184144,NaiveDebugWorld
37.5726,1236342752,NaiveDebugWorld
363.9694,1237315200,NaiveDebugWorld
24.9415,1238299896,NaiveDebugWorld
12.8586,1239278752,NaiveDebugWorld
12.3794,1240257624,NaiveDebugWorld
79.2107,1240253808,NaiveDebugWorld
67.02979,1240261640,NaiveDebugWorld
37.6935,1240263648,NaiveDebugWorld
38.8105,1240265656,NaiveDebugWorld
38.8372,1240264800,NaiveDebugWorld
38.3661,1240265280,NaiveDebugWorld
37.2001,1240265760,NaiveDebugWorld
38.7208,1240266240,NaiveDebugWorld
37.961,1240266720,NaiveDebugWorld
38.5351,1240267200,NaiveDebugWorld
37.1447,1240267680,NaiveDebugWorld
38.2132,1240268160,NaiveDebugWorld
37.8958,1240268640,NaiveDebugWorld
38.7164,1240269120,NaiveDebugWorld
37.5491,1240269600,NaiveDebugWorld
38.9446,1240270080,NaiveDebugWorld
36.9043,1240270560,NaiveDebugWorld
39.2422,1240271040,NaiveDebugWorld
37.3493,1240271520,NaiveDebugWorld
37.542,1240272000,NaiveDebugWorld
37.67,1240272480,NaiveDebugWorld
38.9987,1240272960,NaiveDebugWorld
5.4937,662144,CullingDebugWorld
20.851,613240,CullingDebugWorld
17.5078,613096,CullingDebugWorld
22.3498,626272,CullingDebugWorld
16.9545,628800,CullingDebugWorld
8.1798,629280,CullingDebugWorld
5.4763,629760,CullingDebugWorld
5.3894,630240,CullingDebugWorld
17.8025,630720,CullingDebugWorld
18.4164,630976,CullingDebugWorld
11.9927,621480,CullingDebugWorld
8.4146,621960,CullingDebugWorld
5.0901,622440,CullingDebugWorld
7.4613,623080,CullingDebugWorld
18.029,626424,CullingDebugWorld
69.62601,792400,CullingDebugWorld
20.2098,1186008,CullingDebugWorld
13.4813,1188824,CullingDebugWorld
7.7366,1190832,CullingDebugWorld
59.1744,1192904,CullingDebugWorld
69.134,1194880,CullingDebugWorld
70.2522,1625456,CullingDebugWorld
15.8186,1628336,CullingDebugWorld
7.7118,1630376,CullingDebugWorld
57.0347,1631744,CullingDebugWorld
65.8731,1633560,CullingDebugWorld
68.997,1635536,CullingDebugWorld
66.7808,2066232,CullingDebugWorld
14.7506,2069096,CullingDebugWorld
8.2856,2071104,CullingDebugWorld
55.3284,2073112,CullingDebugWorld
68.9933,2074944,CullingDebugWorld
69.4892,2240936,CullingDebugWorld
19.0271,2409872,CullingDebugWorld
12.9031,2411880,CullingDebugWorld
8.4164,2413888,CullingDebugWorld
56.0621,2415832,CullingDebugWorld
69.63779,2417936,CullingDebugWorld
69.0346,2583896,CullingDebugWorld
17.0002,2585680,CullingDebugWorld
9.4349,2587688,CullingDebugWorld
7.3874,2589856,CullingDebugWorld
56.2261,2592024,CullingDebugWorld
55.7264,2593936,CullingDebugWorld
56.3952,2596040,CullingDebugWorld
57.2905,2762000,CullingDebugWorld
11.1167,2928472,CullingDebugWorld
10.0674,3094528,CullingDebugWorld
10.7671,3260584,CullingDebugWorld
9.91,3262368,CullingDebugWorld
7.3548,3264376,CullingDebugWorld
7.0566,3266544,CullingDebugWorld
7.3117,3268552,CullingDebugWorld
6.9787,3270592,CullingDebugWorld
57.4368,3272664,CullingDebugWorld
59.9734,3662848,CullingDebugWorld
11.8997,3829968,CullingDebugWorld
10.4757,3996456,CullingDebugWorld
10.496,3999032,CullingDebugWorld
7.835299,4001040,CullingDebugWorld
7.1704,4003048,CullingDebugWorld
7.4522,4005088,CullingDebugWorld
7.3991,4007128,CullingDebugWorld
55.5306,4172720,CullingDebugWorld
11.1076,4338696,CullingDebugWorld
10.4353,4728904,CullingDebugWorld
11.4674,5120200,CullingDebugWorld
11.617,5122792,CullingDebugWorld
6.9756,5129792,CullingDebugWorld
7.6481,5131832,CullingDebugWorld
7.1306,5133840,CullingDebugWorld
7.5107,5131568,CullingDebugWorld
59.0186,5133080,CullingDebugWorld
56.9247,5523448,CullingDebugWorld
12.0041,5914512,CullingDebugWorld
11.1144,6305744,CullingDebugWorld
11.7111,6308304,CullingDebugWorld
6.9888,6315328,CullingDebugWorld
7.9984,6317368,CullingDebugWorld
6.7472,6319408,CullingDebugWorld
6.8658,6317160,CullingDebugWorld
56.7425,6483152,CullingDebugWorld
11.483,6648536,CullingDebugWorld
10.0243,6650704,CullingDebugWorld
56.6015,6816032,CullingDebugWorld
10.8442,6982088,CullingDebugWorld
10.0672,6983624,CullingDebugWorld
7.4133,6985632,CullingDebugWorld
7.674,6987640,CullingDebugWorld
6.9922,6986928,CullingDebugWorld
6.0935,6987408,CullingDebugWorld
5.4076,6987888,CullingDebugWorld
5.3302,6989472,CullingDebugWorld
5.8249,6989952,CullingDebugWorld
5.4413,6990432,CullingDebugWorld
5.281,6990912,CullingDebugWorld
5.1539,6991552,CullingDebugWorld
6.0505,6992032,CullingDebugWorld
6.1373,6992512,CullingDebugWorld
6.3053,6993008,CullingDebugWorld
