FrameTimeMillis,MemoryUsageBytes,Technique
57.4077,0,NaiveDebug
113.6381,542350,NaiveDebug
46.9098,8349784,NaiveDebug
67.9144,8808320,NaiveDebug
10.7889,8348880,NaiveDebug
33.9298,8349392,NaiveDebug
55.7941,8349872,NaiveDebug
55.8767,8348976,NaiveDebug
54.4734,8348480,NaiveDebug
55.5456,8348960,NaiveDebug
5.6399,0,CullingDebug
141.0531,779686,CullingDebug
14.9928,354240,CullingDebug
10.0561,1148762,CullingDebug
14.9855,705176,CullingDebug
8.335099,704624,CullingDebug
6.847,705104,CullingDebug
5.6177,705584,CullingDebug
7.7092,706016,CullingDebug
7.4146,706496,CullingDebug
7.6277,706976,CullingDebug
7.4849,707472,CullingDebug
7.4893,707952,CullingDebug
7.0891,708432,CullingDebug
7.1882,708912,CullingDebug
152.1619,1537014,CullingDebug
15.2015,1038992,CullingDebug
9.904,1870666,CullingDebug
6.6229,0,CullingProcedural
315.0308,432452,CullingProcedural
16.1332,1208520,CullingProcedural
12.5805,1199512,CullingProcedural
6.5186,1199992,CullingProcedural
8.019501,1202608,CullingProcedural
7.1576,1203088,CullingProcedural
6.8717,1203568,CullingProcedural
6.2503,1204000,CullingProcedural
5.5253,1204480,CullingProcedural
6.4146,1204960,CullingProcedural
6.2573,1205440,CullingProcedural
6.0476,1205936,CullingProcedural
321.6528,1665436,CullingProcedural
